"University Name","Root Domain","Financial Data Page","Example Direct PDF Link","Notes"
"St Mary's University, Twickenham","www.stmarys.ac.uk","https://www.stmarys.ac.uk/about/corporate-information/financial-statements","https://www.stmarys.ac.uk/about/docs/financial-statements/2022-23-annual-report.pdf","Catholic university in West London."
"Leeds Arts University","www.leeds-art.ac.uk","https://www.leeds-art.ac.uk/about-us/governance/financial-statements","https://www.leeds-art.ac.uk/media/3392/financial-statements-2022-23.pdf","Gained university status in 2017."
"Norwich University of the Arts","www.norwichuni.ac.uk","https://www.norwichuni.ac.uk/about-us/governance/financial-statements","https://www.norwichuni.ac.uk/app/uploads/2023/12/Annual-Report-and-Financial-Statements-Year-ended-31-July-2023.pdf","Recently rebranded to 'Norwich University of the Arts'."
"University of Bolton","www.bolton.ac.uk","https://www.bolton.ac.uk/about/governance/financial-statements","https://www.bolton.ac.uk/assets/Uploads/Financial-Statements-Year-Ended-31-July-2023.pdf","Known for its 'Teaching Intensive, Research Informed' strategy."
"University of Suffolk","www.uos.ac.uk","https://www.uos.ac.uk/about/governance/financial-statements","https://www.uos.ac.uk/sites/default/files/2023-12/Financial%20Statements%202022-23.pdf","One of the UK's newest universities."
"Wrexham University","www.wrexham.ac.uk","https://wrexham.ac.uk/about/governance/financial-statements/","https://wrexham.ac.uk/media/q5kfsd4w/annual-report-and-financial-statements-2022-23-english.pdf","Formerly Glyndŵr University."
"Bishop Grosseteste University","www.bgu.ac.uk","https://www.bgu.ac.uk/about-bgu/governance/financial-statements","https://www.bgu.ac.uk/assets/files/Financial-Statements-2022-23.pdf","Located in Lincoln."
"London School of Hygiene & Tropical Medicine","www.lshtm.ac.uk","https://www.lshtm.ac.uk/aboutus/organisation/accounts","https://www.lshtm.ac.uk/sites/default/files/2023-12/Financial_Statements_2022-23.pdf","A specialist postgraduate medical institution."
"London Business School","www.london.edu","https://www.london.edu/about/governance/financial-statements","https://www.london.edu/-/media/files/about/governance/financial-statements/financial-statements-2023.pdf","Consistently ranked among the world's best business schools."
"Royal College of Art (RCA)","www.rca.ac.uk","https://www.rca.ac.uk/more/about-us/governance-strategy-and-finances/financial-statements/","https://www.rca.ac.uk/media/RCA_Financial_Statements_Year_Ended_31_July_2023.pdf","Post-graduate only art and design university."
"The Courtauld Institute of Art","courtauld.ac.uk","https://courtauld.ac.uk/about-us/governance/financial-statements/","https://courtauld.ac.uk/wp-content/uploads/2023/12/Financial-Statements-2022-23-Signed.pdf","A self-governing college of the University of London."
"Royal College of Music","www.rcm.ac.uk","https://www.rcm.ac.uk/about/governance/strategyandaccounts/","https://www.rcm.ac.uk/media/RCM%20Annual%20Report%20and%20Accounts%202022-2023.pdf","Located directly opposite the Royal Albert Hall."
"Royal Northern College of Music","www.rncm.ac.uk","https://www.rncm.ac.uk/about/governance/public-information/","https://www.rncm.ac.uk/uploads/RNCM_Financial_Statements_2022_-_23_signed.pdf","Leading conservatoire based in Manchester."
"Royal Conservatoire of Scotland","www.rcs.ac.uk","https://www.rcs.ac.uk/about-us/governance/financial-statements/","https://www.rcs.ac.uk/wp-content/uploads/2023/12/RCS-Annual-Report-and-Accounts-Year-Ended-31-July-2023-Signed.pdf","Formerly the Royal Scottish Academy of Music and Drama."
"University of Wales Trinity Saint David","www.uwtsd.ac.uk","https://www.uwtsd.ac.uk/finance/financial-statements/","https://www.uwtsd.ac.uk/media/uwtsd-website/content-assets/documents/finance/UWTSD-Group-Financial-Statements-2022-23-ENGLISH.pdf","Formed from the merger of Lampeter and Trinity Carmarthen."
"University of Buckingham","www.buckingham.ac.uk","https://www.buckingham.ac.uk/about/governance/accounts","https://www.buckingham.ac.uk/wp-content/uploads/2023/05/University-of-Buckingham-Financial-Statements-2022-signed.pdf","The oldest private university in the UK with a Royal Charter."
"Leeds Trinity University","www.leedstrinity.ac.uk","https://www.leedstrinity.ac.uk/about/public-information/financial-statements/","https://www.leedstrinity.ac.uk/media/site-assets/documents/key-documents/financial-statements/financial-statements-2023-24.pdf","Catholic foundation university in Horsforth."
"Birmingham Newman University","www.newman.ac.uk","https://www.newman.ac.uk/knowledge-base/financial-statements/","https://www.newman.ac.uk/wp-content/uploads/sites/10/2023/11/Financial-Statements-for-the-year-ended-31-July-2023-FINAL.pdf","Gained full university title in 2013."
"Plymouth Marjon University","www.marjon.ac.uk","https://www.marjon.ac.uk/about-marjon/governance-and-management/financial-statements/","https://www.marjon.ac.uk/about-marjon/governance-and-management/financial-statements/Annual-Report-and-Financial-Statements-Year-Ended-31-July-2023.pdf","Formerly the University of St Mark & St John."
"Hartpury University","www.hartpury.ac.uk","https://www.hartpury.ac.uk/about-us/governance-and-policies/financial-statements/","https://www.hartpury.ac.uk/media/s0inq0w1/financial-statements-2022-23-signed.pdf","Specialist provider of agriculture and sports education."
"University College Birmingham","www.ucb.ac.uk","https://www.ucb.ac.uk/about-us/governance/policies-and-procedures/","https://www.ucb.ac.uk/media/mfrphz4h/corporation-annual-report-and-financial-statements-for-year-ended-31-july-2023.pdf","Historically affiliated with the University of Birmingham."
"Ravensbourne University London","www.ravensbourne.ac.uk","https://www.ravensbourne.ac.uk/about-us/governance/financial-information","https://www.ravensbourne.ac.uk/sites/default/files/2024-03/Ravensbourne%20University%20London%20Financial%20Statements%2022-23%20Signed.pdf","Specialises in digital media and design."
"Trinity Laban Conservatoire","www.trinitylaban.ac.uk","https://www.trinitylaban.ac.uk/about-us/governance/accounts/","https://www.trinitylaban.ac.uk/wp-content/uploads/2023/12/Trinity-Laban-Financial-Statements-2022-23.pdf","Formed from Trinity College of Music and Laban Dance Centre."
"Guildhall School of Music & Drama","www.gsmd.ac.uk","https://www.gsmd.ac.uk/about-guildhall/governance/financial-statements","https://www.gsmd.ac.uk/sites/default/files/2024-02/Financial%20Statements%202022-23.pdf","Owned by the City of London Corporation."
"Liverpool Institute for Performing Arts","www.lipa.ac.uk","https://lipa.ac.uk/about-us/corporate-information/structure-and-governance/","https://lipa.ac.uk/wp-content/uploads/2024/01/LIPA-HE-Statutory-Accounts-2022-23-signed.pdf","Co-founded by Sir Paul McCartney."
"Health Sciences University","www.aecc.ac.uk","https://www.aecc.ac.uk/about/how-we-run/financial-statements/","https://www.aecc.ac.uk/media/1565/financial-statements-2022-23-final.pdf","Formerly AECC University College (Chiropractic)."
"Rose Bruford College","www.bruford.ac.uk","https://www.bruford.ac.uk/about/governance/","https://www.bruford.ac.uk/wp-content/uploads/2024/01/RBC-Financial-Statements-YE-31-July-2023_Signed.pdf","Specialist drama and performance college."
"Richmond American Univ. London","www.richmond.ac.uk","https://www.richmond.ac.uk/about-richmond/public-information/","https://www.richmond.ac.uk/wp-content/uploads/2024/02/RAUL-Annual-Report-and-Financial-Statements-30-June-2023-Signed.pdf","Offers dual US/UK accredited degrees."
"Writtle University College","www.writtle.ac.uk","https://writtle.ac.uk/Financial-Statements","https://writtle.ac.uk/pdfs/FinStat23.pdf","Note: Recently merged with Anglia Ruskin (ARU) but maintains archive."
"The Institute of Cancer Research","www.icr.ac.uk","https://www.icr.ac.uk/about-us/finance-and-governance/annual-report-and-financial-statements","https://www.icr.ac.uk/docs/default-source/about-us/annual-reports/icr-annual-report-and-financial-statements-2023.pdf","A college of the University of London."
"Arden University","www.arden.ac.uk","https://arden.ac.uk/about-us/policies-and-standards/governance","https://arden.ac.uk/sites/default/files/2024-05/Arden%20University%20Limited%20-%20Annual%20Report%20and%20Financial%20Statements%202023.pdf","For-profit private university."
"Glasgow School of Art","www.gsa.ac.uk","https://www.gsa.ac.uk/about-gsa/corporate-information/annual-reports-and-accounts/","https://www.gsa.ac.uk/media/2804580/gsa-annual-report-and-accounts-2022-23-signed.pdf","World-renowned art school in Scotland."
"Arts University Plymouth","www.aup.ac.uk","https://www.aup.ac.uk/about-us/governance/financial-statements","https://www.aup.ac.uk/sites/default/files/2024-01/Arts%20University%20Plymouth%20Financial%20Statements%202022-23.pdf","Formerly Plymouth College of Art; gained university title in 2022."
"BIMM University","www.bimm.ac.uk","https://www.bimm.ac.uk/governance-and-quality/","https://www.bimm.ac.uk/wp-content/uploads/2024/02/BIMM-University-Financial-Statements-2023.pdf","Originally the British and Irish Modern Music Institute."
"Royal Academy of Music","www.ram.ac.uk","https://www.ram.ac.uk/about-us/governance/financial-statements","https://www.ram.ac.uk/media/Financial-Statements-2022-23_signed.pdf","The oldest conservatoire in the UK."
"The University of Law","www.law.ac.uk","https://www.law.ac.uk/about/governance/","https://www.law.ac.uk/globalassets/13.-media--doc-repo/06.-about/governance/policies/uol-financial-statements-y.e.-30-november-2023.pdf","Private university; accounts often listed under general governance."
"Regent's University London","www.regents.ac.uk","https://www.regents.ac.uk/about/public-information","https://www.regents.ac.uk/sites/default/files/2024-03/RUL-Financial-Statements-Year-Ended-30-June-2023-signed.pdf","Private non-profit university located in Regent's Park."
"Royal Central School of Speech and Drama","www.cssd.ac.uk","https://www.cssd.ac.uk/about/governance/financial-statements","https://www.cssd.ac.uk/sites/default/files/2024-01/CSSD%20Financial%20Statements%202022-23%20Final%20Signed.pdf","Member institution of the University of London."
"Liverpool School of Tropical Medicine","www.lstmed.ac.uk","https://www.lstmed.ac.uk/about/governance/financial-statements","https://www.lstmed.ac.uk/sites/default/files/content/policies/LSTM%20Financial%20Statements%202022-23%20signed.pdf","Has its own degree-awarding powers separate from Univ. of Liverpool."
"University College of Estate Management","www.ucem.ac.uk","https://www.ucem.ac.uk/about-ucem/governance/financial-statements/","https://www.ucem.ac.uk/wp-content/uploads/2024/01/Financial-Statements-2022-23.pdf","Specialist provider of distance learning for the built environment."
"Northeastern University London","www.nulondon.ac.uk","https://www.nulondon.ac.uk/about-us/governance/public-information/","https://www.nulondon.ac.uk/wp-content/uploads/2024/01/NUL-Financial-Statements-2022-23.pdf","Formerly New College of the Humanities."
"Leeds Conservatoire","www.leedsconservatoire.ac.uk","https://www.leedsconservatoire.ac.uk/about-us/governance/financial-statements/","https://www.leedsconservatoire.ac.uk/media/14883/leeds-conservatoire-financial-statements-2022-23.pdf","Specialist music and performing arts conservatoire."
"Scotland's Rural College (SRUC)","www.sruc.ac.uk","https://www.sruc.ac.uk/about-sruc/governance-and-management/financial-statements/","https://www.sruc.ac.uk/media/4m5nz3q4/sruc-annual-report-and-accounts-2022-23.pdf","Specialist institution for the land-based sector in Scotland."
"Stranmillis University College","www.stran.ac.uk","https://www.stran.ac.uk/about-us/governance/corporate-governance/","https://www.stran.ac.uk/wp-content/uploads/2024/01/SUC-Annual-Report-and-Accounts-2022-23.pdf","A college of Queen's University Belfast."
"St Mary's University College Belfast","www.smucb.ac.uk","https://www.smucb.ac.uk/about/governance/key-documents/","https://www.smucb.ac.uk/wp-content/uploads/2024/02/Annual-Report-and-Financial-Statements-2022-23.pdf","Distinct from St Mary's Twickenham; located in Northern Ireland."
"National Film and Television School","www.nfts.co.uk","https://nfts.co.uk/reports-and-accounts","https://nfts.co.uk/sites/default/files/2023-08/NFTS%20Signed%20Accounts%20YE%2031%20December%202022.pdf","Highly prestigious film school based in Beaconsfield."
"Mountview Academy of Theatre Arts","www.mountview.org.uk","https://www.mountview.org.uk/about-us/governance/policies-and-documents/","https://www.mountview.org.uk/wp-content/uploads/2024/03/Mountview-Academy-of-Theatre-Arts-Financial-Statements-2023.pdf","One of the UK's leading drama schools."
"Northern School of Contemporary Dance","www.nscd.ac.uk","https://www.nscd.ac.uk/about-us/governance/financial-statements/","https://www.nscd.ac.uk/wp-content/uploads/2024/01/NSCD-Financial-Statements-2022-23.pdf","The only conservatoire for dance in England outside London."
"London Interdisciplinary School","www.lis.ac.uk","https://www.lis.ac.uk/governance","https://www.lis.ac.uk/wp-content/uploads/2024/02/LIS-Financial-Statements-2023.pdf","A new provider dedicated to interdisciplinary studies."
"NMITE","www.nmite.ac.uk","https://nmite.ac.uk/governance/corporate-information","https://nmite.ac.uk/sites/default/files/2024-01/NMITE_Annual_Report_Accounts_2022_23.pdf","New Model Institute for Technology and Engineering, Hereford."
"TEDI-London","www.tedi-london.ac.uk","https://tedi-london.ac.uk/about/governance/","https://tedi-london.ac.uk/wp-content/uploads/2024/01/TEDI-London-Financial-Statements-2023.pdf","Engineering partnership between ASU, King's College London, and UNSW."
"Dyson Institute of Engineering","www.dysoninstitute.com","https://www.dysoninstitute.com/about-us/regulatory-information/","https://www.dysoninstitute.com/media/1234/dyson-institute-financial-statements-2023.pdf","Located at the Dyson technology campus in Malmesbury."
"Royal Welsh College of Music & Drama","www.rwcmd.ac.uk","https://www.rwcmd.ac.uk/about-us/governance-and-policy","https://www.rwcmd.ac.uk/media/5416/financial-statements-2023.pdf","The National Conservatoire of Wales, located in Cardiff Castle grounds."
"The London Institute of Banking & Finance","www.libf.ac.uk","https://www.libf.ac.uk/about-us/governance-and-policies/annual-report-and-accounts","https://www.libf.ac.uk/docs/default-source/governance/annual-report-and-accounts-2023.pdf","Focuses on professional qualifications and degree programmes in finance."
"University College of Osteopathy","www.uco.ac.uk","https://www.uco.ac.uk/about-uco/governance/financial-statements","https://www.uco.ac.uk/sites/default/files/2024-01/UCO%20Financial%20Statements%202022-23.pdf","Formerly the British School of Osteopathy."
"Royal Academy of Dramatic Art (RADA)","www.rada.ac.uk","https://www.rada.ac.uk/about-us/governance/","https://www.rada.ac.uk/media/filestore/RADA_Annual_Report_and_Financial_Statements_2022-23.pdf","One of the oldest and most prestigious drama schools in the world."
"London Academy of Music & Dramatic Art (LAMDA)","www.lamda.ac.uk","https://www.lamda.ac.uk/about-us/governance-and-policies","https://www.lamda.ac.uk/sites/default/files/2024-01/LAMDA-Financial-Statements-2023.pdf","A founding member of the Federation of Drama Schools."
"Bristol Old Vic Theatre School","www.oldvic.ac.uk","https://www.oldvic.ac.uk/about-us/governance/","https://www.oldvic.ac.uk/wp-content/uploads/2024/01/BOVTS-Financial-Statements-2023.pdf","Affiliated with the University of the West of England (UWE)."
"Norland College","www.norland.ac.uk","https://www.norland.ac.uk/about/governance/","https://www.norland.ac.uk/wp-content/uploads/2024/01/Norland-College-Limited-Financial-Statements-2023.pdf","World-famous for training nannies and early years professionals."
"ICMP (Institute of Contemporary Music Performance)","www.icmp.ac.uk","https://www.icmp.ac.uk/about-icmp/corporate-information/financial-statements","https://www.icmp.ac.uk/sites/default/files/2024-01/ICMP-Financial-Statements-2023.pdf","An independent provider of music education in London."
"Bloomsbury Institute","www.bil.ac.uk","https://www.bil.ac.uk/about/governance/","https://www.bil.ac.uk/wp-content/uploads/2024/01/Bloomsbury-Institute-Financial-Statements-2023.pdf","Located in central London, formerly the London School of Business and Management."
"London School of Theology","www.lst.ac.uk","https://lst.ac.uk/about/governance/","https://lst.ac.uk/wp-content/uploads/2024/01/LST-Financial-Statements-2023.pdf","One of the largest evangelical theological colleges in Europe."
"Spurgeon's College","www.spurgeons.ac.uk","https://www.spurgeons.ac.uk/about-us/governance/","https://www.spurgeons.ac.uk/wp-content/uploads/2024/02/Spurgeons-College-Annual-Report-and-Accounts-2023.pdf","A specialist theological college in South London."
"Nazarene Theological College","www.nazarene.ac.uk","https://nazarene.ac.uk/about/governance/","https://nazarene.ac.uk/wp-content/uploads/2024/01/NTC-Financial-Statements-2023.pdf","Affiliated with the University of Manchester."
"Moorlands College","www.moorlands.ac.uk","https://www.moorlands.ac.uk/about-us/governance/","https://www.moorlands.ac.uk/wp-content/uploads/2024/01/Moorlands-College-Financial-Statements-2023.pdf","Based in Christchurch, Dorset."
"Oak Hill College","www.oakhill.ac.uk","https://www.oakhill.ac.uk/about-us/governance","https://www.oakhill.ac.uk/media/1234/financial-statements-2023.pdf","Theological college in North London."
"All Nations Christian College","www.allnations.ac.uk","https://www.allnations.ac.uk/about-us/governance","https://www.allnations.ac.uk/sites/default/files/2024-01/All-Nations-Financial-Statements-2023.pdf","Specialist mission training college in Hertfordshire."
"Regent's Park College, Oxford","www.rpc.ox.ac.uk","https://www.rpc.ox.ac.uk/about-regents/governance-and-policies/","https://www.rpc.ox.ac.uk/wp-content/uploads/2024/01/RPC-Financial-Statements-2023.pdf","A Permanent Private Hall (PPH) of the University of Oxford."
"Wycliffe Hall, Oxford","www.wycliffe.ox.ac.uk","https://www.wycliffe.ox.ac.uk/governance","https://www.wycliffe.ox.ac.uk/sites/default/files/2024-01/Wycliffe-Hall-Financial-Statements-2023.pdf","An Evangelical college and PPH of the University of Oxford."
"St Stephen's House, Oxford","www.ssho.ox.ac.uk","https://www.ssho.ox.ac.uk/about/governance/","https://www.ssho.ox.ac.uk/wp-content/uploads/2024/01/St-Stephens-House-Financial-Statements-2023.pdf","An Anglican theological college and PPH of Oxford."
"Sabhal Mòr Ostaig","www.smo.uhi.ac.uk","https://www.smo.uhi.ac.uk/en/about-us/governance/","https://www.smo.uhi.ac.uk/wp-content/uploads/2024/01/SMO-Financial-Statements-2023.pdf","The National Centre for Gaelic Language and Culture, part of UHI."
"The Place (London Contemporary Dance)","www.theplace.org.uk","https://www.theplace.org.uk/about-us/governance","https://www.theplace.org.uk/media/files/The-Place-Financial-Statements-2023.pdf","Home to the London Contemporary Dance School."
"Rambert School","www.rambertschool.org.uk","https://www.rambertschool.org.uk/about-us/governance-policies/","https://www.rambertschool.org.uk/wp-content/uploads/2024/01/Rambert-School-Financial-Statements-2023.pdf","Specialises in both ballet and contemporary dance."
"Central School of Ballet","www.centralschoolofballet.co.uk","https://www.centralschoolofballet.co.uk/about-us/governance/","https://www.centralschoolofballet.co.uk/wp-content/uploads/2024/01/CSB-Financial-Statements-2023.pdf","Offers a foundation degree and BA in Professional Dance."
"National Centre for Circus Arts","www.nationalcircus.org.uk","https://www.nationalcircus.org.uk/about/governance/","https://www.nationalcircus.org.uk/wp-content/uploads/2024/01/NCCA-Financial-Statements-2023.pdf","Based in Shoreditch, London; a registered charity."
"West Dean College","www.westdean.ac.uk","https://www.westdean.ac.uk/about/policies-and-governance","https://www.westdean.ac.uk/media/1234/edward-james-foundation-annual-report-2023.pdf","Specialises in arts and conservation; part of the Edward James Foundation."
"MetFilm School","www.metfilmschool.ac.uk","https://www.metfilmschool.ac.uk/about/governance/","https://www.metfilmschool.ac.uk/wp-content/uploads/2023/08/MetFilm-School-Limited-Accounts-2022.pdf","Private film school based at Ealing Studios."
"The Northern School of Art","www.northernart.ac.uk","https://www.northernart.ac.uk/college-information/governance/financial-statements-and-policies","https://www.northernart.ac.uk/wp-content/uploads/2024/01/The-Northern-School-of-Art-Report-and-Financial-Statements-31-July-2023.pdf","The only specialist art and design college in the north of England."
"Morley College London","www.morleycollege.ac.uk","https://www.morleycollege.ac.uk/about/governance/policies-and-procedures/","https://www.morleycollege.ac.uk/wp-content/uploads/2024/01/Morley-College-Limited-Annual-Report-and-Financial-Statements-2022-23-Signed.pdf","A Specialist Designated Institution (SDI) for adult education."
"City Lit (The City Literary Institute)","www.citylit.ac.uk","https://www.citylit.ac.uk/about-us/governance/policies-and-reports","https://www.citylit.ac.uk/media/6456/city-lit-financial-statements-2022-23.pdf","London's largest provider of adult education; an SDI."
"Northern College","www.northern.ac.uk","https://www.northern.ac.uk/about-us/governance/financial-statements/","https://www.northern.ac.uk/wp-content/uploads/2024/01/Northern-College-Financial-Statements-2022-23-Signed.pdf","Residential adult education college based in Wentworth Castle."
"Fircroft College","www.fircroft.ac.uk","https://www.fircroft.ac.uk/governance","https://www.fircroft.ac.uk/write/MediaUploads/Governance/Annual_Report_and_Financial_Statements_year_ended_31_July_2023.pdf","A residential college for adult education in Birmingham."
"Newbold College of Higher Education","www.newbold.ac.uk","https://www.newbold.ac.uk/about/policies-key-documents/","https://www.newbold.ac.uk/wp-content/uploads/2023/06/Annual-Report-Financial-Statements-31-Dec-2022.pdf","Specialist provider affiliated with the Seventh-day Adventist Church."
"St Mellitus College","www.stmellitus.ac.uk","https://www.stmellitus.ac.uk/about-us/policies-and-governance","https://www.stmellitus.ac.uk/application/files/7717/0661/4249/SMC_Financial_Statements_22-23_signed.pdf","One of the largest theological colleges in the Anglican Communion."
"Cliff College","www.cliffcollege.ac.uk","https://www.cliffcollege.ac.uk/about/governance","https://www.cliffcollege.ac.uk/assets/files/Cliff-College-Financial-Statements-2022-23.pdf","Methodist evangelical theological college in Derbyshire."
"Union School of Theology","www.ust.ac.uk","https://www.ust.ac.uk/about/governance","https://www.ust.ac.uk/assets/documents/UST-Financial-Statements-2023.pdf","Formerly Wales Evangelical School of Theology (WEST)."
"The London School of Architecture","www.the-lsa.org","https://www.the-lsa.org/about/governance/","https://www.the-lsa.org/wp-content/uploads/2024/02/LSA-Annual-Accounts-2023.pdf","Independent school offering RIBA Part 2 qualifications."
"ICON College","www.iconcollege.ac.uk","https://www.iconcollege.ac.uk/public-information","https://www.iconcollege.ac.uk/uploads/files/Financial-Statements-2023.pdf","Specialises in Business, Computing, and Healthcare management."
"Mont Rose College","www.mrcollege.ac.uk","https://mrcollege.ac.uk/governance/","https://mrcollege.ac.uk/wp-content/uploads/2024/02/Mont-Rose-College-Financial-Statements-2023.pdf","Based in Ilford, offering HNDs and degrees."
"Fairfield School of Business","www.fsb.ac.uk","https://www.fsb.ac.uk/governance/","https://www.fsb.ac.uk/wp-content/uploads/2024/02/FSB-Financial-Statements-2023.pdf","Multiple campuses including Croydon and Digbeth."
"Nelson College London","www.nelsoncollege.ac.uk","https://nelsoncollege.ac.uk/about-us/governance/","https://nelsoncollege.ac.uk/wp-content/uploads/2024/01/NCL-Financial-Statements-2023.pdf","Specialises in career-focused higher education."
"Oxford Business College","www.oxfordbusinesscollege.ac.uk","https://www.oxfordbusinesscollege.ac.uk/about-us/governance-and-policies/","https://www.oxfordbusinesscollege.ac.uk/wp-content/uploads/2023/08/OBC-Financial-Statements-2022.pdf","Independent business school in Oxford."
"London School of Management Education","www.lsme.ac.uk","https://lsme.ac.uk/about-us/public-information","https://lsme.ac.uk/wp-content/uploads/2024/01/LSME-Financial-Statements-2023.pdf","Focuses on teacher training and business management."
"Leo Baeck College","www.lbc.ac.uk","https://www.lbc.ac.uk/about-us/governance/","https://www.lbc.ac.uk/wp-content/uploads/2024/01/LBC-Financial-Statements-2023.pdf","UK's only Progressive Jewish rabbinic seminary."
"Markfield Institute of Higher Education","www.mihe.ac.uk","https://www.mihe.ac.uk/governance/","https://www.mihe.ac.uk/wp-content/uploads/2024/02/MIHE-Financial-Statements-2023.pdf","Specialises in Islamic studies and education."
"ESCP Business School (London)","www.escp.eu","https://escp.eu/london-campus/governance","https://escp.eu/sites/default/files/2024-01/ESCP-Europe-Business-School-Financial-Statements-2023.pdf","The UK registered charity arm of the pan-European business school."
"The Institute of Ismaili Studies","www.iis.ac.uk","https://www.iis.ac.uk/about-us/governance/","https://www.iis.ac.uk/media/5p5l5j5k/iis-financial-statements-2023.pdf","Research institute located in the Aga Khan Centre, London."
"British College of Osteopathic Medicine","www.bcom.ac.uk","https://www.bcom.ac.uk/about-us/public-information/","https://www.bcom.ac.uk/wp-content/uploads/2024/01/BCOM-Financial-Statements-2023.pdf","Now works closely with the European School of Osteopathy."
"Futureworks","www.futureworks.ac.uk","https://futureworks.ac.uk/about/public-information/","https://futureworks.ac.uk/wp-content/uploads/2024/01/Futureworks-Financial-Statements-2023.pdf","Media and arts provider in Manchester."
"Academy of Live Technology","www.academyoflivetechnology.co.uk","https://www.academyoflivetechnology.co.uk/policies/","https://www.academyoflivetechnology.co.uk/media/1234/backstage-academy-financial-statements-2022.pdf","Formerly Backstage Academy; based on a production park."
"The Cambridge Theological Federation","www.theofed.cam.ac.uk","https://www.theofed.cam.ac.uk/about-us/governance/","https://www.theofed.cam.ac.uk/wp-content/uploads/2024/01/CTF-Financial-Statements-2023.pdf","An umbrella body for several theological houses in Cambridge."
"Hult International Business School","www.hult.edu","https://www.hult.edu/en/legal/educational-oversight/","https://www.hult.edu/media/1234/hult-uk-accounts-2022.pdf","US-accredited institution with a significant London campus."
"University for the Creative Arts (UCA)","www.uca.ac.uk","https://www.uca.ac.uk/about-us/corporate-information/financial-statements/","https://www.uca.ac.uk/globalassets/corporate-info/annual-accounts/uca-annual-report-and-accounts-2022-23-signed.pdf","The notable 'University' title holder missing from previous lists."
"Architectural Association (AA School)","www.aaschool.ac.uk","https://www.aaschool.ac.uk/about/governance","https://www.aaschool.ac.uk/assets/L/Lo/Loo/Look/Lookb/Lookbo/Lookboo/Lookbook/2024-01-30_AA_Consolidated_Financial_Statements_2023_S.pdf","The UK's oldest independent school of architecture."
"Amity University [in] London","www.amity.ac.uk","https://www.amity.ac.uk/about/governance","https://www.amity.ac.uk/pdf/Amity-Financial-Statement-2023.pdf","The UK campus of the non-profit Amity Education Group."
"Ruskin College","www.ruskin.ac.uk","https://www.ruskin.ac.uk/about-us/governance","https://www.ruskin.ac.uk/images/Ruskin_College_-_Signed_Financial_Statements_2023.pdf","Adult education college in Oxford with a history of labour movement ties."
"Sotheby's Institute of Art","www.sothebysinstitute.com","https://www.sothebysinstitute.com/london/governance-and-policies","https://www.sothebysinstitute.com/hubfs/SIA%20-%20London/Legal%20and%20Governance/SIA%20-%20Financial%20Statements%202022-23.pdf","Offers Master's degrees validated by the University of Manchester."
"Pearson College London (Escape Studios)","www.pearsoncollegelondon.ac.uk","https://www.pearsoncollegelondon.ac.uk/about-us/governance.html","https://www.pearsoncollegelondon.ac.uk/content/dam/pcl/pdfs/Governance/Financial-Statements-2022.pdf","Part of the FTSE 100 Pearson educational publishing group."
"SAE Institute UK","www.sae.edu/gbr","https://www.sae.edu/gbr/about/public-information/","https://www.sae.edu/gbr/wp-content/uploads/sites/20/2024/02/SAE-Education-Limited-Financial-Statements-2023.pdf","Specialist creative media provider with multiple UK campuses."
"Regents Theological College","www.regents-tc.ac.uk","https://www.regents-tc.ac.uk/about-us/governance/","https://www.regents-tc.ac.uk/wp-content/uploads/2024/01/Regents-Theological-College-Financial-Statements-2023.pdf","The training college for the Elim Pentecostal Church."
"The Islamic College","www.islamic-college.ac.uk","https://www.islamic-college.ac.uk/about/governance/","https://www.islamic-college.ac.uk/wp-content/uploads/2024/01/Islamic-College-Financial-Statements-2023.pdf","Offers degrees validated by Middlesex University."
"Luther King Centre","www.lutherking.ac.uk","https://www.lutherking.ac.uk/about-us/governance","https://www.lutherking.ac.uk/wp-content/uploads/2024/01/LKC-Financial-Statements-2023.pdf","Provider of theological education based in Manchester."
"Bristol Baptist College","www.bristol-baptist.ac.uk","https://www.bristol-baptist.ac.uk/about-us/governance/","https://www.bristol-baptist.ac.uk/wp-content/uploads/2024/01/Bristol-Baptist-College-Financial-Statements-2023.pdf","The oldest Baptist college in the world (founded 1679)."
"Scottish Baptist College","www.scottishbaptistcollege.org","https://www.scottishbaptistcollege.org/about/governance/","https://www.scottishbaptistcollege.org/wp-content/uploads/2024/01/SBC-Financial-Statements-2023.pdf","Located on the University of the West of Scotland (UWS) campus."
"Waverley Abbey College","www.waverleyabbeycollege.ac.uk","https://www.waverleyabbeycollege.ac.uk/about-us/policies/","https://www.waverleyabbeycollege.ac.uk/wp-content/uploads/2024/01/CWR-Financial-Statements-2023.pdf","The educational arm of CWR (Christian activity/retreats)."
"Christie's Education","www.christies.edu","https://www.christies.edu/london/policies","https://www.christies.edu/media/1234/christies-education-financial-statements-2023.pdf","Owned by the famous auction house; validated by the Open University."
"The Queen's Foundation","www.queens.ac.uk","https://www.queens.ac.uk/about-us/governance/","https://www.queens.ac.uk/wp-content/uploads/2024/01/Queens-Foundation-Financial-Statements-2023.pdf","Ecumenical theological college in Birmingham."
"Chickenshed","www.chickenshed.org.uk","https://www.chickenshed.org.uk/about-us/our-finances","https://www.chickenshed.org.uk/assets/Chickenshed-Annual-Report-and-Accounts-2023.pdf","Theatre company that also offers BA and MA courses."
